,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min),prediction
18068,7CC9,INDORES02DEL02,29,4.6,22.651847,75.881991,22.781847,76.011991,Buffet ,scooter ,15,14.924707
40011,1392,JAPRES18DEL02,29,4.6,26.913987,75.752891,26.993987,75.832891,Drinks ,scooter ,35,34.994797
30084,CE0B,AURGRES04DEL01,37,3.8,19.876106,75.340775,19.946106,75.410775,Snack ,electric_scooter ,35,34.994797
7024,1811,COIMBRES010DEL01,22,4.6,11.003008,76.97544,11.043008,77.01544,Snack ,scooter ,17,17.006456
11401,7A15,HYDRES17DEL01,35,4.5,17.451976,78.385883,17.491976,78.425883,Drinks ,motorcycle ,25,24.981205
39205,9DC0,CHENRES02DEL03,31,4.6,13.086438,80.220672,13.116438,80.250672,Snack ,motorcycle ,30,29.963593
36056,543F,HYDRES15DEL02,25,4.8,17.45971,78.368855,17.47971,78.388855,Buffet ,scooter ,12,11.834962
20397,7745,BANGRES09DEL02,34,4.7,12.934179,77.615797,12.984179,77.665797,Meal ,scooter ,30,30.001165
36969,6B43,RANCHIRES19DEL02,30,4.1,23.333017,85.3172,23.383017,85.3672,Buffet ,motorcycle ,26,26.16404
33125,749A,HYDRES14DEL01,30,4.9,17.426228,78.407495,17.536228,78.517495,Snack ,motorcycle ,22,22.04425
29880,4EBC,CHENRES09DEL03,33,4.6,13.044694,80.26147,13.134694,80.35147,Meal ,scooter ,29,29.141817
35767,4D21,MYSRES06DEL03,31,4.2,12.323994,76.626167,12.383994,76.686167,Meal ,motorcycle ,39,38.872242
37411,140D,COIMBRES16DEL03,29,4.5,11.010375,76.95295,11.040375,76.98295,Snack ,scooter ,10,10.082401
25865,A93A,RANCHIRES20DEL02,25,4.9,23.39925,85.390464,23.41925,85.410464,Buffet ,motorcycle ,10,10.169705
33587,2470,CHENRES04DEL02,34,4.7,13.02978,80.208812,13.04978,80.228812,Drinks ,scooter ,25,24.955198
25369,64BA,BANGRES16DEL02,27,4.1,13.029198,77.570997,13.049198,77.590997,Drinks ,motorcycle ,18,17.97564
31739,E150,DEHRES14DEL03,30,4.7,30.319528,78.040267,30.379528,78.100267,Drinks ,motorcycle ,21,21.113577
19062,3E2F,SURRES08DEL01,35,4.7,21.173343,72.792731,21.283343,72.902731,Snack ,scooter ,27,27.11441
20029,5684,PUNERES09DEL02,39,4.9,18.536562,73.896485,18.586562,73.946485,Snack ,motorcycle ,39,38.872242
2290,41B4,RANCHIRES010DEL02,39,4.9,23.354422,85.3329,23.374422,85.3529,Buffet ,scooter ,37,36.58782
10901,2689,MUMRES15DEL03,29,4.9,19.176269,72.836721,19.266269,72.926721,Drinks ,motorcycle ,19,19.001015
33047,615E,MYSRES13DEL01,21,4.4,12.310972,76.659264,12.320972,76.669264,Meal ,motorcycle ,19,19.045723
25914,2D13,MYSRES02DEL02,38,3.5,12.304569,76.643622,12.434569,76.773622,Snack ,motorcycle ,32,32.163193
22090,6.9E+03,PUNERES07DEL02,30,4.6,18.546947,73.900626,18.626947,73.980626,Snack ,electric_scooter ,28,28.055965
23175,4CE8,INDORES14DEL03,39,4.8,22.761593,75.886362,22.821593,75.946362,Snack ,electric_scooter ,16,15.925627
41140,1E3C,SURRES11DEL03,29,4.6,21.157735,72.768778,21.187735,72.798778,Buffet ,motorcycle ,27,26.934023
6923,A34,BANGRES12DEL02,29,4.6,12.939496,77.625999,13.069496,77.755999,Buffet ,motorcycle ,30,30.025574
43852,C845,KOLRES08DEL02,25,4.3,22.53796,88.349843,22.58796,88.399843,Drinks ,motorcycle ,28,27.875578
28678,700C,RANCHIRES20DEL01,26,4.7,23.39925,85.390464,23.46925,85.460464,Drinks ,motorcycle ,35,35.02575
16599,2CF7,COIMBRES010DEL01,20,4.8,11.003008,76.97544,11.113008,77.08544,Meal ,motorcycle ,35,35.02575
42687,74AC,MUMRES01DEL02,35,4.6,19.12663,72.829976,19.14663,72.849976,Buffet ,scooter ,26,26.144175
14884,B3B5,MYSRES09DEL01,31,5.0,12.323194,76.630583,12.363194,76.670583,Meal ,scooter ,28,27.885803
34343,7013,HYDRES15DEL01,31,4.6,17.45971,78.368855,17.52971,78.438855,Snack ,motorcycle ,26,26.00238
15694,C6DB,BHPRES11DEL03,34,4.7,23.233219,77.433571,23.263219,77.463571,Meal ,scooter ,10,10.082401
27062,8454,MYSRES19DEL01,25,4.6,12.334022,76.618203,12.374022,76.658203,Drinks ,motorcycle ,16,15.912927
21189,4D6E,INDORES12DEL02,28,5.0,22.74806,75.8934,22.87806,76.0234,Meal ,motorcycle ,15,14.924431
19976,2A70,MYSRES08DEL02,27,4.6,12.297954,76.665169,12.347954,76.715169,Snack ,motorcycle ,26,26.16404
23156,454A,HYDRES20DEL03,27,4.1,17.483216,78.552111,17.543216,78.612111,Drinks ,scooter ,34,34.005703
22476,9BC6,PUNERES20DEL01,38,4.9,18.592718,73.773572,18.632718,73.813572,Snack ,motorcycle ,38,38.40172
5874,9C5F,BANGRES09DEL02,32,4.2,12.934179,77.615797,13.064179,77.745797,Buffet ,motorcycle ,38,38.21929
21491,7236,VADRES02DEL01,35,4.7,0.0,0.0,0.11,0.11,Buffet ,scooter ,28,28.055965
26392,3D82,JAPRES05DEL02,21,4.9,26.905287,75.794592,26.925287,75.814592,Meal ,scooter ,18,17.960625
10600,AFC3,MUMRES20DEL01,23,4.7,19.103249,72.846749,19.113249,72.856749,Snack ,scooter ,13,12.849163
4252,CB48,ALHRES04DEL01,26,4.4,0.0,0.0,0.11,0.11,Snack ,electric_scooter ,31,30.716867
31411,7E4E,COIMBRES02DEL01,20,4.7,11.022477,76.995667,11.092477,77.065667,Buffet ,motorcycle ,38,38.21929
1453,55D5,PUNERES05DEL02,32,4.9,18.543626,73.905101,18.623626,73.985101,Buffet ,motorcycle ,25,24.887524
18005,6B10,BANGRES01DEL01,31,4.7,12.933284,77.615428,13.003284,77.685428,Meal ,scooter ,23,22.928667
37428,AE62,VADRES07DEL02,32,4.9,0.0,0.0,0.08,0.08,Drinks ,motorcycle ,24,23.846292
7284,9BE2,HYDRES03DEL02,34,4.4,17.422819,78.449578,17.552819,78.579578,Drinks ,motorcycle ,36,35.9905
7275,B459,PUNERES20DEL01,23,4.7,18.592718,73.773572,18.602718,73.783572,Buffet ,motorcycle ,13,12.998049
38242,A66D,SURRES05DEL03,34,4.9,21.175104,72.804342,21.235104,72.864342,Drinks ,motorcycle ,42,41.9319
20336,9D0A,JAPRES15DEL03,36,5.0,26.891191,75.802083,26.951191,75.862083,Snack ,scooter ,15,14.788152
22728,6E+29,CHENRES06DEL01,33,4.3,13.054347,80.257221,13.124347,80.327221,Buffet ,motorcycle ,51,51.12357
14359,D9E2,ALHRES13DEL02,30,4.9,25.451646,81.832796,25.471646,81.852796,Drinks ,electric_scooter ,27,26.914352
38567,B56D,COIMBRES07DEL01,30,4.5,10.96185,76.971082,11.03185,77.041082,Buffet ,electric_scooter ,27,27.11441
42281,3711,MUMRES16DEL03,39,5.0,19.120083,72.907385,19.180083,72.967385,Snack ,electric_scooter ,39,38.796375
33825,46B8,INDORES14DEL03,34,4.9,22.761593,75.886362,22.821593,75.946362,Buffet ,motorcycle ,22,22.049875
9701,A974,COIMBRES20DEL02,31,4.9,10.994136,76.963303,11.044136,77.013303,Drinks ,scooter ,25,24.99143
39648,311F,SURRES17DEL03,31,4.7,21.149569,72.772697,21.179569,72.802697,Drinks ,motorcycle ,19,19.077866
44861,A1E0,INDORES19DEL01,35,4.2,22.745536,75.893106,22.755536,75.903106,Meal ,scooter ,35,34.760155
9392,3A68,JAPRES07DEL02,36,4.9,26.766536,75.837333,26.816536,75.887333,Buffet ,motorcycle ,19,19.077866
9920,2402,BANGRES11DEL01,21,4.8,12.934365,77.616155,12.944365,77.626155,Drinks ,motorcycle ,24,23.931454
4615,7C75,MYSRES09DEL03,29,4.5,12.323194,76.630583,12.353194,76.660583,Meal ,electric_scooter ,12,11.905642
11035,4710,INDORES12DEL02,28,4.7,22.74806,75.8934,22.82806,75.9734,Buffet ,motorcycle ,24,23.846292
39398,8D7E,VADRES11DEL01,22,4.6,22.308096,73.167753,22.418096,73.277753,Buffet ,scooter ,29,29.141817
28159,EFB,INDORES15DEL01,21,2.9,22.760072,75.892574,22.830072,75.962574,Buffet ,scooter ,40,40.136845
14137,6772,BANGRES16DEL01,33,4.8,13.029198,77.570997,13.099198,77.640997,Buffet ,motorcycle ,31,30.823174
25284,C2F5,DEHRES20DEL01,22,4.6,0.0,0.0,0.07,0.07,Buffet ,motorcycle ,39,38.91466
35142,D7B7,AURGRES14DEL03,20,4.7,19.875016,75.322405,19.935016,75.382405,Buffet ,scooter ,18,18.020481
9750,139E,BANGRES13DEL01,29,4.6,12.935662,77.61413,12.975662,77.65413,Drinks ,motorcycle ,25,24.981205
2194,3715,MUMRES15DEL02,32,4.1,19.176269,72.836721,19.306269,72.966721,Buffet ,motorcycle ,41,41.083363
27682,B705,MYSRES14DEL01,37,4.9,0.0,0.0,0.04,0.04,Snack ,scooter ,15,14.788152
33671,D4A5,KOLRES010DEL02,32,3.9,22.538999,88.322337,22.618999,88.402337,Drinks ,motorcycle ,38,38.21929
9317,2B0F,MYSRES07DEL02,26,4.8,12.325461,76.632278,12.345461,76.652278,Meal ,scooter ,15,14.930243
29792,BE2,PUNERES03DEL03,29,4.6,18.554382,73.798206,18.614382,73.858206,Drinks ,motorcycle ,43,42.862385
27252,9418,PUNERES15DEL02,21,5.0,18.636215,73.751081,18.686215,73.801081,Drinks ,scooter ,20,19.840483
30639,95FA,MYSRES18DEL03,34,4.2,12.337928,76.617889,12.367928,76.647889,Drinks ,motorcycle ,31,30.996916
45513,DA88,DEHRES03DEL03,33,4.9,30.335259,78.053162,30.475259,78.193162,Drinks ,electric_scooter ,41,40.945267
20715,457,HYDRES06DEL03,29,4.6,-17.455894,-78.375467,17.515894,78.435467,Drinks ,bicycle ,14,14.043348
5553,756,VADRES11DEL03,29,4.6,22.308096,73.167753,22.398096,73.257753,Snack ,motorcycle ,29,29.115454
42514,4B09,MYSRES07DEL03,32,4.8,12.325461,76.632278,12.355461,76.662278,Buffet ,motorcycle ,30,29.963593
31659,19CE,MYSRES13DEL03,37,4.4,12.310972,76.659264,12.340972,76.689264,Drinks ,motorcycle ,31,30.996916
26921,6CDB,JAPRES11DEL01,37,4.0,26.90294,75.793007,26.94294,75.833007,Drinks ,motorcycle ,33,32.982807
9240,7A0D,MYSRES09DEL01,29,4.8,12.323194,76.630583,12.363194,76.670583,Buffet ,electric_scooter ,25,24.99143
34794,62D1,HYDRES04DEL01,29,4.8,17.411028,78.329645,17.481028,78.399645,Snack ,motorcycle ,25,24.887524
14279,CC75,AURGRES14DEL02,33,4.9,19.875016,75.322405,20.005016,75.452405,Buffet ,motorcycle ,43,43.02076
22848,B800,VADRES02DEL02,34,4.7,0.0,0.0,0.05,0.05,Snack ,motorcycle ,28,27.875578
40714,21A1,BANGRES16DEL03,32,5.0,13.029198,77.570997,13.089198,77.630997,Snack ,motorcycle ,17,16.993757
5260,A130,MUMRES06DEL01,22,4.3,19.055831,72.833984,19.125831,72.903984,Buffet ,electric_scooter ,42,41.95218
3277,BD49,PUNERES010DEL03,28,4.8,18.539299,73.897902,18.629299,73.987902,Snack ,motorcycle ,15,14.924431
34415,7BEA,BANGRES16DEL02,38,4.6,13.029198,77.570997,13.109198,77.650997,Snack ,scooter ,25,24.913887
21489,C5DF,LUDHRES01DEL01,36,4.8,30.873988,75.842739,30.883988,75.852739,Meal ,motorcycle ,37,36.66263
13365,3DFE,PUNERES13DEL03,38,4.9,18.56245,73.916619,18.65245,74.006619,Snack ,motorcycle ,28,28.029602
39184,55AC,SURRES16DEL01,21,4.6,21.160437,72.774209,21.230437,72.844209,Drinks ,motorcycle ,24,23.846292
30945,8E9D,PUNERES18DEL02,38,4.1,18.593481,73.785901,18.613481,73.805901,Drinks ,scooter ,33,32.79515
28638,2462,MYSRES05DEL03,25,4.6,12.323978,76.627961,12.383978,76.687961,Snack ,motorcycle ,25,24.981205
27088,B8E9,JAPRES17DEL01,24,4.7,26.892312,75.806896,26.962312,75.876896,Snack ,scooter ,24,23.872654
37747,76C2,VADRES01DEL03,27,4.9,22.307898,73.167788,22.337898,73.197788,Drinks ,motorcycle ,22,22.057043
6890,D227,AURGRES20DEL01,32,4.7,0.0,0.0,0.11,0.11,Snack ,motorcycle ,15,14.924431
35302,7AC3,MUMRES17DEL02,20,4.7,19.121999,72.908493,19.171999,72.958493,Meal ,motorcycle ,27,26.934023
35387,8DC4,RANCHIRES06DEL03,34,4.6,23.357804,85.325146,23.387804,85.355146,Snack ,motorcycle ,30,29.97076
39011,67B3,HYDRES09DEL02,37,3.5,17.431668,78.408321,17.511668,78.488321,Snack ,motorcycle ,39,38.91466
28015,5F0C,MYSRES03DEL02,34,4.9,12.299524,76.64262,12.319524,76.66262,Meal ,scooter ,18,17.960625
7195,E20A,KOLRES11DEL02,38,4.5,22.577821,88.400581,22.707821,88.530581,Snack ,motorcycle ,45,45.89883
40204,6BD2,RANCHIRES09DEL03,29,4.9,23.351058,85.325731,23.441058,85.415731,Buffet ,motorcycle ,23,22.902306
45114,344D,BANGRES02DEL01,20,4.6,12.970221,77.645396,13.040221,77.715396,Drinks ,scooter ,28,28.055965
36983,76DA,BANGRES12DEL02,20,4.8,12.939496,77.625999,12.989496,77.675999,Meal ,motorcycle ,15,14.775452
29901,4EBF,BANGRES04DEL01,26,4.6,12.98041,77.640489,13.05041,77.710489,Drinks ,motorcycle ,31,30.823174
22715,D390,GOARES16DEL02,33,4.2,15.498603,73.826911,15.628603,73.956911,Drinks ,motorcycle ,36,35.9905
29652,9908,VADRES15DEL01,21,4.9,0.0,0.0,0.11,0.11,Drinks ,electric_scooter ,24,23.872654
35991,AA7B,MYSRES16DEL02,23,4.9,12.316967,76.603067,12.366967,76.653067,Drinks ,electric_scooter ,13,12.919844
304,4F73,COIMBRES20DEL03,32,5.0,10.994136,76.963303,11.024136,76.993303,Drinks ,scooter ,31,30.874472
482,8B3F,VADRES14DEL01,23,4.9,22.311603,73.165012,22.351603,73.205012,Buffet ,motorcycle ,19,19.077866
39698,46BC,MUMRES15DEL03,30,4.9,19.176269,72.836721,19.266269,72.926721,Snack ,motorcycle ,53,52.716812
29470,9A81,INDORES08DEL03,37,4.5,22.725748,75.898497,22.785747,75.958497,Meal ,scooter ,22,22.04991
27504,F31,VADRES18DEL02,23,4.5,0.0,0.0,0.02,0.02,Snack ,motorcycle ,23,22.934963
33022,9720,VADRES11DEL02,28,4.0,22.308096,73.167753,22.388096,73.247753,Snack ,motorcycle ,44,43.720245
3445,8923,MUMRES05DEL01,25,4.6,18.927584,72.832585,18.937584,72.842585,Drinks ,electric_scooter ,22,22.012184
18295,CC1F,ALHRES08DEL02,24,4.8,25.450329,81.834279,25.530329,81.914279,Buffet ,electric_scooter ,23,22.928667
27709,7C7D,PUNERES11DEL01,30,5.0,18.533811,73.899315,18.573811,73.939315,Meal ,motorcycle ,32,32.336926
22587,4617,MYSRES17DEL02,23,4.9,12.326356,76.619103,12.456356,76.749103,Drinks ,scooter ,22,22.060421
31329,AA68,SURRES13DEL03,26,4.7,21.170096,72.789122,21.200096,72.819122,Drinks ,motorcycle ,11,11.075997
1418,355C,MUMRES18DEL03,23,4.9,19.1093,72.825451,19.1693,72.885451,Snack ,scooter ,16,15.925627
4702,C84E,KNPRES05DEL03,34,4.8,26.479108,80.315042,26.539108,80.375042,Drinks ,motorcycle ,29,29.048677
4012,6C28,MYSRES13DEL01,29,3.6,12.310972,76.659264,12.320972,76.669264,Buffet ,motorcycle ,48,47.24824
8171,6149,SURRES20DEL02,34,4.8,21.15276,72.778059,21.23276,72.858059,Buffet ,motorcycle ,25,24.887524
33877,A881,INDORES05DEL02,27,4.6,22.727021,75.884167,22.857021,76.014167,Snack ,scooter ,31,30.716867
21405,C7BD,DEHRES05DEL01,29,4.9,30.346994,78.062543,30.416994,78.132543,Buffet ,motorcycle ,35,34.991367
30065,AC7E,PUNERES09DEL03,20,3.6,18.536562,73.896485,18.596562,73.956485,Buffet ,motorcycle ,40,40.15416
28076,772E,BANGRES03DEL03,28,5.0,12.979166,77.640709,13.039166,77.700709,Drinks ,scooter ,10,10.082401
34120,732B,HYDRES05DEL01,38,4.2,17.433809,78.386744,17.443809,78.396744,Meal ,motorcycle ,34,33.939945
41310,3C0B,MUMRES04DEL03,35,5.0,19.254567,72.848923,19.284567,72.878923,Drinks ,motorcycle ,24,23.939972
5625,C342,KNPRES15DEL01,29,5.0,26.482419,80.320939,26.522419,80.360939,Drinks ,scooter ,28,27.885803
41033,6AE0,PUNERES13DEL03,22,4.5,18.56245,73.916619,18.62245,73.976619,Snack ,scooter ,13,12.919844
19723,B73A,CHENRES18DEL03,20,4.5,12.981615,80.231598,13.041615,80.291598,Snack ,motorcycle ,18,18.007782
17867,34F0,COIMBRES01DEL02,30,4.6,11.016298,76.972076,11.066298,77.022076,Buffet ,motorcycle ,17,16.993757
10951,205E,BANGRES16DEL01,21,4.7,13.029198,77.570997,13.099198,77.640997,Snack ,motorcycle ,22,22.04425
35555,6B53,VADRES01DEL02,36,4.2,22.307898,73.167788,22.357898,73.217788,Drinks ,electric_scooter ,31,30.874472
28771,2B9D,RANCHIRES02DEL01,26,4.9,0.0,0.0,0.01,0.01,Snack ,motorcycle ,23,22.944027
12761,1033,CHENRES04DEL03,20,5.0,13.02978,80.208812,13.08978,80.268812,Drinks ,motorcycle ,31,30.996916
35164,1B77,COIMBRES06DEL01,29,4.6,11.021278,76.995017,11.061278,77.035017,Snack ,motorcycle ,42,41.9319
38276,4754,MUMRES19DEL02,33,4.2,19.131141,72.813074,19.151141,72.833074,Drinks ,motorcycle ,33,32.848278
37486,3CC9,HYDRES04DEL02,35,5.0,17.411028,78.329645,17.461028,78.379645,Snack ,scooter ,11,10.939624
22224,C54A,LUDHRES08DEL03,29,4.7,30.899992,75.831338,30.929992,75.861338,Buffet ,scooter ,28,28.226149
35626,4EEE,COIMBRES07DEL02,39,4.9,10.96185,76.971082,11.01185,77.021082,Buffet ,scooter ,17,17.006456
28041,953F,VADRES07DEL03,21,4.8,0.0,0.0,0.03,0.03,Drinks ,scooter ,25,24.99143
25718,219F,CHENRES16DEL01,21,4.9,13.049645,80.242268,13.059645,80.252268,Meal ,scooter ,18,17.960625
30442,1664,CHENRES12DEL02,39,4.8,12.972793,80.249982,13.052793,80.329982,Drinks ,motorcycle ,24,23.846292
23224,E127,BHPRES18DEL02,36,4.9,23.234631,77.401663,23.364631,77.531663,Snack ,motorcycle ,48,48.09312
30961,8850,MUMRES01DEL02,26,4.5,19.12663,72.829976,19.17663,72.879976,Snack ,motorcycle ,16,15.912927
31745,CC3E,GOARES010DEL02,26,4.6,15.546594,73.760431,15.676594,73.890431,Snack ,scooter ,19,19.029854
6383,A6A2,BANGRES14DEL03,39,3.5,12.949934,77.699386,13.039934,77.789386,Drinks ,motorcycle ,38,38.21929
3257,B4EE,VADRES17DEL03,21,5.0,0.0,0.0,0.09,0.09,Meal ,motorcycle ,19,19.001015
44413,C73B,KOCRES11DEL01,25,4.3,10.006881,76.345397,10.116881,76.455397,Drinks ,motorcycle ,33,33.033077
37576,5FBE,CHENRES03DEL02,23,4.5,13.091809,80.219104,13.141809,80.269104,Snack ,scooter ,24,23.950197
6404,815C,MYSRES04DEL01,27,4.6,12.3085,76.665808,12.4185,76.775808,Snack ,motorcycle ,24,23.846292
45027,39D2,HYDRES02DEL03,21,4.9,17.41233,78.449654,17.44233,78.479654,Drinks ,motorcycle ,15,14.775452
20162,6BAB,BANGRES09DEL03,20,4.6,12.934179,77.615797,13.024179,77.705797,Snack ,motorcycle ,37,36.77234
1687,BC17,MUMRES05DEL03,33,4.5,18.927584,72.832585,18.957584,72.862585,Drinks ,scooter ,20,19.840483
41866,CC8C,AURGRES15DEL01,31,4.8,19.878028,75.317475,19.948028,75.387475,Meal ,scooter ,19,19.029854
3482,5CFF,CHENRES09DEL01,24,4.4,13.044694,80.26147,13.114694,80.33147,Meal ,scooter ,41,40.945267
9961,C8CC,AGRRES01DEL02,33,4.5,27.161661,78.011544,27.291661,78.141544,Meal ,motorcycle ,22,22.04425
14737,68A9,SURRES04DEL03,33,4.7,21.173493,72.801953,21.203493,72.831953,Meal ,scooter ,16,15.925627
1699,CD3C,ALHRES17DEL03,21,5.0,25.45235,81.841889,25.51235,81.901889,Meal ,scooter ,29,29.058903
23229,D371,GOARES01DEL02,32,4.4,15.576683,73.75575,15.656683,73.83575,Snack ,motorcycle ,48,48.09312
16869,1CA2,RANCHIRES17DEL02,39,4.8,23.374878,85.335739,23.454878,85.415739,Drinks ,scooter ,15,14.924707
27020,B5E5,PUNERES18DEL02,34,4.4,18.593481,73.785901,18.643481,73.835901,Drinks ,motorcycle ,24,23.939972
30999,CEEF,AURGRES15DEL03,30,4.8,19.878028,75.317475,19.968028,75.407475,Buffet ,scooter ,29,29.141817
4832,59BE,HYDRES05DEL01,31,4.8,17.433809,78.386744,17.503809,78.456744,Drinks ,motorcycle ,30,30.025574
42330,D999,AURGRES19DEL02,38,4.6,19.866969,75.318894,19.886969,75.338894,Snack ,motorcycle ,23,22.921125
15010,D928,KOLRES06DEL02,27,4.9,22.533662,88.366217,22.553662,88.386217,Snack ,motorcycle ,18,17.97564
38516,81B1,BANGRES15DEL01,22,4.9,12.975377,77.696664,13.085377,77.806664,Meal ,scooter ,18,17.995632
6424,CE13,KOLRES05DEL01,21,4.7,22.527893,88.368628,22.597893,88.438628,Drinks ,motorcycle ,22,22.04425
4500,DCA9,ALHRES15DEL03,37,4.6,25.449872,81.836167,25.509872,81.896167,Meal ,scooter ,15,14.788152
10151,3516,CHENRES11DEL02,39,4.5,13.064181,80.236442,13.114181,80.286442,Meal ,scooter ,30,30.001165
19638,D8F9,KOCRES06DEL01,34,4.6,9.982834,76.283268,9.992834,76.293268,Meal ,motorcycle ,27,26.93184
7947,7CDB,MYSRES08DEL01,22,4.9,12.297954,76.665169,12.337954,76.705169,Meal ,scooter ,18,18.020481
23081,4441,MUMRES04DEL01,29,4.5,19.254567,72.848923,19.364567,72.958923,Drinks ,scooter ,30,30.079285
37923,D9A,MUMRES14DEL02,20,4.6,19.1813,72.836191,19.2613,72.916191,Buffet ,motorcycle ,13,13.244597
24630,6C12,MYSRES01DEL02,39,4.8,12.311072,76.654878,12.361072,76.704878,Buffet ,scooter ,29,29.058903
21822,C487,KNPRES14DEL03,35,4.6,26.463504,80.372929,26.493504,80.402929,Buffet ,motorcycle ,42,41.939068
16295,4297,JAPRES16DEL01,20,4.8,26.849596,75.800512,26.919596,75.870512,Snack ,motorcycle ,48,48.09312
3855,8.2E+06,SURRES010DEL02,27,4.8,21.17106,72.789292,21.22106,72.839292,Snack ,scooter ,14,13.873483
14447,79DB,INDORES18DEL02,34,4.7,22.753839,75.897429,22.803839,75.947429,Buffet ,motorcycle ,33,32.982807
40131,5EDA,VADRES14DEL01,36,4.9,22.311603,73.165012,22.351603,73.205012,Buffet ,motorcycle ,23,23.14118
9284,2AFC,JAPRES14DEL01,37,4.9,26.88842,75.800689,26.95842,75.870689,Snack ,motorcycle ,36,35.9905
24721,C731,LUDHRES08DEL02,25,4.7,30.899992,75.831338,30.979992,75.911338,Snack ,electric_scooter ,26,26.028744
5370,813D,COIMBRES09DEL02,27,4.9,11.008638,76.984311,11.028638,77.004311,Drinks ,scooter ,25,24.955198
41283,B580,JAPRES04DEL03,31,4.7,26.902328,75.794257,27.042328,75.934257,Snack ,motorcycle ,50,50.02023
21121,B9D4,MUMRES07DEL02,24,5.0,19.091458,72.827808,19.171458,72.907808,Snack ,scooter ,24,23.872654
14128,797D,CHENRES06DEL01,21,4.6,13.054347,80.257221,13.064347,80.267221,Snack ,motorcycle ,18,17.97564
5687,DD76,KOLRES07DEL03,31,5.0,22.547186,88.35068,22.577185,88.38068,Snack ,scooter ,28,27.885803
19537,A4E9,BANGRES01DEL01,37,4.7,12.933284,77.615428,12.943284,77.625428,Buffet ,motorcycle ,18,17.97564
22288,1CF6,RANCHIRES11DEL02,38,4.6,23.359194,85.325447,23.379194,85.345447,Drinks ,motorcycle ,23,22.921125
29452,7BF5,RANCHIRES19DEL02,22,4.8,23.333017,85.3172,23.413017,85.3972,Snack ,scooter ,31,30.716867
35026,6F9,BANGRES08DEL02,29,4.6,12.906229,77.596791,12.986229,77.676791,Buffet ,scooter ,24,23.872654
1731,56F5,BANGRES16DEL01,27,4.4,13.029198,77.570997,13.099198,77.640997,Drinks ,scooter ,35,34.994797
27616,6FB7,HYDRES03DEL01,39,4.3,17.422819,78.449578,17.532819,78.559578,Buffet ,motorcycle ,43,43.02076
35214,DB2E,KOLRES14DEL01,21,4.8,22.552996,88.35231,22.622996,88.42231,Buffet ,scooter ,18,17.995632
7827,5F70,INDORES010DEL01,28,4.6,22.75004,75.902847,22.82004,75.972847,Buffet ,electric_scooter ,20,19.850994
2901,843A,CHENRES11DEL03,32,4.7,13.064181,80.236442,13.124181,80.296442,Meal ,electric_scooter ,27,26.944248
28446,99CC,CHENRES09DEL02,26,4.8,13.044694,80.26147,13.064694,80.28147,Meal ,motorcycle ,27,26.93184
32660,A3E1,JAPRES06DEL03,37,4.6,26.911927,75.797282,26.941927,75.827282,Snack ,motorcycle ,30,29.986488
3628,E21C,KOLRES16DEL01,29,4.7,22.539129,88.365507,22.609129,88.435507,Snack ,scooter ,29,29.141817
18709,96BA,COIMBRES02DEL01,23,4.0,11.022477,76.995667,11.062477,77.035667,Snack ,scooter ,32,32.214485
6735,BFDB,AURGRES20DEL01,30,4.7,0.0,0.0,0.01,0.01,Snack ,scooter ,26,26.144175
37386,300F,VADRES07DEL01,39,4.9,0.0,0.0,0.04,0.04,Drinks ,scooter ,15,14.788152
8344,BC72,SURRES11DEL01,20,4.8,21.157735,72.768778,21.227735,72.838778,Drinks ,motorcycle ,12,12.230395
32950,441C,BANGRES02DEL02,21,4.9,12.970221,77.645396,13.050221,77.725396,Buffet ,electric_scooter ,27,27.11441
4201,5289,CHENRES19DEL01,25,4.8,12.986047,80.218114,13.096047,80.328114,Snack ,motorcycle ,29,29.115454
33034,5067,JAPRES01DEL01,35,4.6,26.90519,75.810753,26.97519,75.880753,Meal ,scooter ,26,26.028744
45285,C6E5,ALHRES16DEL03,21,4.8,25.450377,81.834236,25.540377,81.924236,Buffet ,motorcycle ,14,14.198238
8321,C61E,KOLRES08DEL01,24,4.8,22.53796,88.349843,22.57796,88.389843,Snack ,motorcycle ,11,11.075997
10075,AF97,JAPRES18DEL02,37,4.6,26.913987,75.752891,27.043987,75.882891,Snack ,motorcycle ,19,19.001015
9728,BF85,AGRRES01DEL01,29,4.6,27.161661,78.011544,27.171661,78.021544,Buffet ,motorcycle ,32,32.244724
17936,54D4,BANGRES12DEL01,33,4.2,12.939496,77.625999,13.009496,77.695999,Buffet ,scooter ,37,36.741386
40521,67FD,MUMRES02DEL02,28,4.8,19.221315,72.862381,19.351315,72.992381,Buffet ,scooter ,36,35.95955
39428,CBF6,AURGRES08DEL02,33,4.1,19.876428,75.364792,19.926428,75.414792,Drinks ,electric_scooter ,31,30.874472
25354,670A,COIMBRES010DEL03,24,4.6,11.003008,76.97544,11.063009,77.03544,Meal ,motorcycle ,10,10.308073
2240,4571,CHENRES05DEL03,24,4.8,13.058616,80.264151,13.118616,80.324151,Drinks ,scooter ,23,23.151405
